Name;address;Ville;CP;telephone;site
 LA  PUZZE  S.A.S  REVOLA ; lieu-dit  Honoraz ;74440;MORILLON; 04  50  90  12  06 ;http://www.ot-morillon.fr/deguster/la-puzze-restaurant-pizzeria-bar-109440
 Wild  Beets  Kitchen ; 250  rte  Front  de  Neige ;74260; LES  GETS ; 06  01  34  84  34 ;None
 Le  Vieux  Chalet ; Plaine  Dranse ;74390;CHÂTEL; 04  50  73  38  77 ;None
 Restaurant  la  Côterie ; Le  Bettex  15  rte  Crêtes ;74170; SAINT  GERVAIS  LES  BAINS ; 04  50  93  14  40 ;None
 LA  CARLINE ;Mairie;74440;MORILLON; 04  50  90  37  56 ;www.facebook.com
Artepizz'; 1530  av  st  Martin ;74310;PASSY; 07  69  74  65  94 ;http://artepizz.business.site/?utm_source=gmb&utm_medium=referral
 Les  Tables  du  Chef ; 718  rte  Chapeau ;74400; CHAMONIX  MONT  BLANC ; 06  07  23  17  26 ;http://lestablesdephilippe.com
Florès; r  Boulangers ;74140;YVOIRE; 04  50  72  81  71 ;http://www.floresyvoire.com
 Select  Pizza ; 3  pl  Annapurna ;74000;ANNECY; 04  50  09  87  15 ;None
 Refuge  De  Doran ; rte  Doran ;74700;SALLANCHES; 04  50  58  08  00 ;http://www.refugededoran.fr
Wap'O; 14  r  Pré  Paillard ;74940; ANNECY  LE  VIEUX ; 08  00  67  40  74 ;vosdomaines.com
 L'ENTRE  DEUX ; Ens  Zasofcar  17  r  Montréal ;74100; VILLE  LA  GRAND ; 04  50  49  96  78 ;None
 Restaurant  La  Maison  Carrier ; 44  rte  Bouchet ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  00  03 ;http://www.hameaualbert.fr/fr/restaurant-de-pays-la-maison-carrier
 LA  ROMANTICA  (SARL) ; 6  av  Rhône ;74000;ANNECY; 04  50  45  12  09 ;None
 L'Arrêt  Bougnette ; Plan  De  L'envers  pl  Gare ;74660;VALLORCINE; 04  50  54  63  04 ;www.facebook.com
 La  Pela ; 38  r  Ancienne  Fruitière ;74260; LES  GETS ; 04  50  79  85  02 ;http://www.la-pela.com
 Auberge  De  Bajole ; 490  chem  Ferrande ;74350;COPPONEX; 04  50  44  13  97 ;www.aubergedebajole.com
 La  Table  De  Cezanne ; Le  Port  chem  Moines ;74290; TALLOIRES  MONTMIN ; 04  50  60  77  33 ;www.abbaye-talloires.com
 Bayard  Carlo ; 447  rte  Esserts ;74560; MONNETIER  MORNEX ; 04  50  36  60  92 ;None
 Creperie  Blue  de  Toi ; 2  pl  Saint  François  de  Sales ;74000;ANNECY; 04  50  45  47  98 ;http://www.creperie-annecy.com
 Chez  Pietro  (SARL) ; 6  pass  Jacquard ;74960; CRAN  GEVRIER ; 04  50  67  55  80 ;www.facebook.com/chezpietrocrangevrier
 BURGER  S ; Lieu  Dit  Cozar  2  r  Frasse ;74950;SCIONZIER; 09  52  69  68  56 ;None
 Hôtel  Restaurant  Aux  Touristes ; 1259  routeValla  Verda ;74420; HABÈRE  LULLIN ; 04  50  39  50  42 ;www.auxtouristes.com
Kaito; 373  chem  Follières ;74120;MEGÈVE; 04  50  78  62  64 ;http://www.fourseasons.com/megeve/dining/restaurants/kaito
 Restaurant  Thali ; Le  Saint  Laurent  40  r  Tournelles ;74100;ANNEMASSE; 04  50  84  93  71 ;www.facebook.com
L'Observatoire; 8200  rte  3  Lacs ;74560; MONNETIER  MORNEX ; 04  50  39  60  57 ;http://www.lobservatoire.fr
 Le  Tour  De  Pizz' ; 100  av  France ;74000;ANNECY; 06  74  10  50  04 ;None
 Hotel  Terminus  Mont-Blanc ; 150  av  Genève ;74170; LE  FAYET ; 04  50  93  53  58 ;http://www.hotelterminus-stgervais.com
 Le  Palais  De  l'Inde ; 42  av  Gare ;74700;SALLANCHES; 04  79  33  81  05 ;None
 Restaurant  Le  Relais  du  Commerce ; 20  rte  Annecy ;74160; COLLONGES  SOUS  SALÈVE ; 04  50  43  04  88 ;None
 Boutique  Orange  Société  M10  Partenaire  Franchisé ; Ccal  Praz  Du  Leman  14  r  Résistance ;74100;ANNEMASSE; 04  50  92  98  30 ;None
 Hôtel  Restaurant  les  Sapins ; 6762  rte  Col  de  la  Croix  Fry ;74230;MANIGOD; 04  50  44  90  29 ;http://www.lessapins.fr
 Hôtel  Castellan ; Ascenseur  Hotel  324  rte  Bechigne ;74390;CHÂTEL; 04  50  17  22  10 ;http://www.lecastellan.com
 Hôtel  Restaurant  La  Ferme ; 1078  rte  Col  des  Aravis ;74220; LA  CLUSAZ ; 04  50  02  50  50 ;http://www.lesfermiers.com
 Restaurant  Le  Four ; 1364  av  Mont  Paccard ;74170; SAINT  GERVAIS  LES  BAINS ; 04  50  78  14  16 ;www.restaurant-lefour.fr
 Chalet  Refuge  de  Lognan ; Argentière    Les  Grands  Montets ;74400;ARGENTIÈRE; 06  88  56  03  54 ;facebook.com/refugedelognan.fr
 Restaurant  La  Fruitière ; 248  rte  Grandes  Alpes ;74220; LA  CLUSAZ ; 04  50  63  13  66 ;www.facebook.com
 La  Duche ; lieu-dit  la  Duche ;74450; LE  GRAND  BORNAND ; 04  50  27  01  37 ;None
 Le  Bout  Du  Lac ; 3896  rte  Lac ;74110;MONTRIOND; 04  50  74  70  98 ;http://www.leboutdulac.com
 Les  Balcons  de  Lydie ; 4810  rte  Jaillet ;74120;MEGÈVE; 07  68  81  45  25 ;None
 Restaurant  Les  Chalets  du  Michet  SARL ; Les  Michets  Chef  chemin  forestier  Lieu  Flaine ;74300;FLAINE; 04  50  90  80  08 ;http://www.chaletsdirect.com/chaletsdumichet
 Cortigrimpe  Bistro ; Metz  Tessy  parc  Activite  des  Longeray ;74330; EPAGNY  METZ  TESSY ; 04  58  02  01  36 ;http://www.corti-grimpe.fr/le-bistro.html
 Chez  Ced ; 22  r  Pont  Neuf ;74150;RUMILLY; 09  50  98  20  18 ;www.facebook.com
 Hôtel  De  Novel ; 69  av  France ;74000;ANNECY; 04  50  23  75  74 ;http://www.hotelannecy.fr
 SAS  Catpat ; 4  r  Maxima ;74500; AMPHION  LES  BAINS ; 04  50  70  00  21 ;http://www.latabledugrandlac-amphion.com
 Hôtel  Restaurant  Le  Pré  De  La  Cure ; 1  pl  Mairie ;74140;YVOIRE; 04  50  72  83  58 ;www.pre-delacure.com
 BRASSERIE  DES  SPORTS ; 17  imp  Champs  Gervais ;74890; BONS  EN  CHABLAIS ; 04  50  95  89  96 ;None
 Jardin  De  Chine ; 110  r  Jura ;74160;NEYDENS; 06  69  96  58  88 ;http://www.jardindechine.fr
 Buvette  des  Mottets ; Pas  Mottets  Buvette  Du  Rocher  Mottets  365  chem  Cry ;74400; CHAMONIX  MONT  BLANC ; 06  80  95  30  87 ;http://buvettemottets.wixsite.com/nature
 Les  Lanfian'nes ; 862  A  rte  Plateau ;74570; THORENS  GLIÈRES ; 04  50  22  45  65 ;http://www.lanfiannes-gite-glieres.fr
Marscott; 182  rte  Edmond  De  Rothschild ;74120;MEGÈVE; 09  66  96  38  71 ;None
 La  Fontaine  Gourmande ; 47  pl  St  Jacques ;74700;SALLANCHES; 09  83  09  38  62 ;www.facebook.com
 Sushi  Kyo ; 2  pl  Antoine  Lumiere ;74100;ANNEMASSE; 04  50  84  29  32 ;http://kyoannemasse.site-solocal.com
 Le  Campagnard ; 1  Quinquies  av  Anna  de  Noailles ;74500; EVIAN  LES  BAINS ; 04  50  74  90  40 ;None
 Le  Drugstore ; 66  rte  Fruitière ;74650;CHAVANOD; 04  50  44  58  95 ;None
 Gautier  Stephane  Sainte  Adequation  SARL ; Chef  Lieu  71  rte  Contat ;74110; LA  CÔTE  D'ARBROZ ; 04  50  79  45  77 ;None
 Le  Romantica ; 164  r  Coulerins ;74580;VIRY; 04  50  04  73  01 ;http://www.leromanticaviry74.com
L'Optimist; 1  r  Nationale ;74500; EVIAN  LES  BAINS ; 04  50  92  34  16 ;None
 La  P'tite  Pause ; 77  r  Pertuiset ;74130;BONNEVILLE; 04  50  97  20  55 ;None
 Chez  Nano ; 40  r  Clus ;74970;MARIGNIER; 04  50  93  65  73 ;None
 Le  Bercail    Schema  SARL ; Chalet  Bercail  3987  rte  Crêt  du  Merle ;74220; LA  CLUSAZ ; 04  50  02  43  75 ;http://www.lebercail74.com/accueil
 Le  Cerf  Amoureux ; 118  rte  Barthoud ;74700;SALLANCHES; 04  50  21  30  60 ;http://www.lecerfamoureux.com
 Comptoir  Du  Lac ; 410  all  Plage ;74410;DUINGT; 04  50  68  14  10 ;http://www.closmarcel.com
ZAINO; 5  pl  Port ;74500; EVIAN  LES  BAINS ; 04  50  75  46  73 ;http://zaino-evian.fr
Hôtelière; 4  av  Jardins ;74200; THONON  LES  BAINS ; 04  50  71  26  18 ;http://www.hotellesmarronniers.com
L'Estancot; 4  rte  Besseaux ;74230;THÔNES; 04  50  02  10  06 ;None
 Restaurant  L'after ; 14  r  Gustave  Eiffel ;74600;SEYNOD; 04  50  44  94  76 ;None
 La  Colombe ; 166  chem  Neuf ;74160;NEYDENS; 04  50  85  20  33 ;None
 La  Table ; Hotel  Ermitage  1230  av  du  Léman  Neuvecelle ;74500; EVIAN  LES  BAINS ; 04  50  26  85  54 ;www.hotel-ermitage-evian.com
 La  Cachette ; (Galerie)  75  pl  Dromonts ;74110;MORZINE; 06  50  29  62  36 ;http://www.lacachetteavoriaz.com
 LES  COCOTTES  DE  CHRISTIAN  CONSTANT  -  PORTE  DE  GENEVE ; rte  Annecy ;74160; SAINT  JULIEN  EN  GENEVOIS ; 04  50  49  61  07 ;http://www.maisonconstant.com/les-cocottes-porte-de-geneve
 L'Assiette  Dans  Les  Nuages ; 8  r  Baronnet ;74000;ANNECY; 04  50  33  56  71 ;http://lassiettedanslesnuagesannecy.business.site
Beacon; 42  r  Vaugelas ;74000;ANNECY; 04  50  51  14  88 ;None
 Brasserie  de  Savoie ; 234  pl  Charles  Albert ;74700;SALLANCHES; 04  50  58  06  54 ;None
 Complexe  Loisirs  Du  Bout  Du  Lac ; 1460  rte  Bout  du  Lac ;74210;LATHUILE; 04  50  23  38  58 ;www.restoloisirs-lathuile.com
L'Esperance; la  Veillaz  Devant ;74420;VILLARD; 04  50  39  04  75 ;None
 La  Siesta ; 148  rte  Combes ;74330;SILLINGY; 04  50  22  35  52 ;None
 Bar  Restaurant  Plaine  Dranse ; plaine  Dranse ;74390;CHÂTEL; 04  50  81  63  47 ;None
 Sweet  Pasta ; av  Periaz ;74600;SEYNOD; 04  50  27  65  37 ;None
 Hôtel  le  Jalouvre ; 45  r  Gorge  du  Cé ;74130; MONT  SAXONNEX ; 04  50  96  90  67 ;http://www.iletait3fois.com/fr
 Brasserie  des  Bruyères ; Bruyères  960  rte  Envers  du  Chinaillon ;74450; LE  GRAND  BORNAND ; 04  50  32  83  65 ;None
 Sushi  Box ; 3  r  Annexion ;74000;ANNECY; 04  50  09  80  09 ;None
 Hamlet  Bistro  Modern  SARL ; 2  r  Joseph  Blanc ;74000;ANNECY; 04  50  09  69  99 ;www.facebook.com
 Le  Panama  II ; 122  r  Antoine  Pissard ;74700;SALLANCHES; 04  56  37  44  94 ;None
 Au  Bureau ; Casino  d'Evian  qu  Baron  de  Blonay ;74500; EVIAN  LES  BAINS ; 04  50  26  87  77 ;www.casino-evian.com
 La  Fattoria ; 352  rte  Chablais ;74140; VEIGY  FONCENEX ; 04  50  31  16  76 ;http://www.la-fattoria-veigy.fr
L'AFFICHE; 136  r  Mont  Blanc ;74170; SAINT  GERVAIS  LES  BAINS ; 04  50  93  16  53 ;None
 Altitude  Lodge ; 4700  rte  Chavannes ;74260; LES  GETS ; 04  86  51  72  31 ;http://www.vip-chalets.com/chalets/altitude-lodge
 L'auberge  De  Villaz ; 353  av  Bonatray ;74370;VILLAZ; 04  50  51  81  29 ;None
 Gîte  De  Pontgibaud ; 255  rte  Saury ;74210;LATHUILE; 04  50  32  96  76 ;http://www.gitedepontgibaud.com/en
 Hôtel  Restaurant  Les  Chalets  de  la  Serraz ; 3862  rte  Col  des  Aravis ;74220; LA  CLUSAZ ; 04  50  02  48  29 ;http://www.laserraz.com
Maschio; Le  Chat  Goulu  74  rte  Annecy ;74540; SAINT  FÉLIX ; 09  66  00  14  83 ;None
 BAR  LE  CORTI ; 50  imp  Cascade ;74170; SAINT  GERVAIS  LES  BAINS ; 04  50  47  78  42 ;None
 Restaurant  Le  Get  à  Pan ; 90  rte  de  Viuz  en  Sallaz ;74250;BOGÈVE; 04  50  36  62  50 ;www.getapan.com
 Bar  Le  National ; 1829  rte  Grandes  Alpes ;74430; SAINT  JEAN  D'AULPS ; 04  50  38  49  66 ;http://www.barnational.com
 La  Marée ; 2  pl  Jean  Jacques  Rousseau ;74100;ANNEMASSE; 04  50  74  00  95 ;None
 Chez  Maria  LES  MARRONNIERS  MACULGIA  MARIA ; La  Ferme  Monseigneur  18  imp  Chamois ;74120;MEGÈVE; 04  50  21  22  01 ;www.facebook.com
 Restaurant  Le  Saint  Disdille ; 117  av  St  Disdille ;74200; THONON  LES  BAINS ; 04  50  71  82  61 ;www.facebook.com
L'Ardoise; 6  pl  Jean  Jacques  Rousseau ;74100;ANNEMASSE; 04  50  38  02  53 ;None
 Le  Poulpe ; 2484  rte  Eculaz ;74930; REIGNIER  ESERY ; 04  50  43  40  29 ;www.lepoulpe.fr
 Riva  Restaurant  Bar  &  Lounge ; quai  Paul  Léger ;74500; EVIAN  LES  BAINS ; 04  50  84  60  30 ;www.facebook.com
 Chez  Frisco ; 37  rte  Albertville ;74410; SAINT  JORIOZ ; 06  99  20  22  29 ;None
 Pause  Coffee  &  Kurtos ; 13  r  Poste ;74000;ANNECY; 09  86  53  73  00 ;www.facebook.com
 Le  Jekyll ; 71  rte  Pélerins ;74400; CHAMONIX  MONT  BLANC ; 04  50  55  99  70 ;http://www.thejekyll.com
Thomwill; Chef  Lieu  rte  Pré ;74360;ABONDANCE; 04  50  73  07  71 ;None
 Café  Bunna ; 17  r  Jean  Jacques  Rousseau ;74000;ANNECY; 06  37  85  18  30 ;http://www.cafebunna.com
 Les  Tresors  De  Thanoee ; 303  rte  Vonnes ;74390;CHÂTEL; 04  50  73  70  57 ;None
 New  China ; 2  av  Vieux  Moulins ;74000;ANNECY; 04  50  22  93  66 ;None
 Best  Western  Hôtel  Chalet  Les  Saytels ; Le  Village  33  rte  Vallée  du  Bouchet ;74450; LE  GRAND  BORNAND ; 04  50  02  20  16 ;http://www.bestwestern-chaletlessaytels.com
FAREST; 8  pas  Jean  Moulin ;74100;ANNEMASSE; 06  28  23  43  27 ;None
 24  du  Faubourg ; 2  r  Gare ;74000;ANNECY; 04  50  02  28  93 ;None
 Chez  Félix ; 2  r  Commerce ;74100; VILLE  LA  GRAND ; 04  50  38  21  30 ;http://www.pizzachezfelix.com
Juno; 2  rte  Annecy ;74150;RUMILLY; 04  50  01  79  15 ;None
 Croc  Pizza ; 4  av  Jean  Léger ;74500; EVIAN  LES  BAINS ; 04  50  75  93  04 ;www.crocpizza.com
 La  bettcha ; 1618  rte  Gare ;74580;VIRY; 04  50  38  34  13 ;http://www.on-kart.fr
 Mai  One ; 36  av  Albigny ;74000;ANNECY; 04  50  65  18  36 ;None
Courtepaille; 159  rte  Closon ;74330;POISY; 04  50  24  14  96 ;http://www.courtepaille.com
 Tandoori  Corner ; 5  r  Alfred  Bastin ;74100;ANNEMASSE; 04  50  80  12  81 ;None
 Bibollet  Café  PMU ; 609  r  Vieux  Pont ;74460;MARNAZ; 04  50  98  26  66 ;None
 Restaurant  La  Romana ; 10  r  Marche ;74140;DOUVAINE; 04  50  94  32  50 ;http://www.pizzeria-douvaine.com
 PIZZA  DU  FORON  PIZZA  QONNECTION ; 22  Grande  Rue ;74440;TANINGES; 06  62  74  59  43 ;www.facebook.com
 Neuraz  Philippe ; 424  chem  Coutettaz ;74110;MORZINE; 04  50  38  50  02 ;None
 Charvin  Georges ; 80  chem  Vignes  du  Brouillet ;74320;SEVRIER; 04  50  52  40  96 ;None
 Les  Jeux  D'Hiver ; 8  r  Eglise ;74220; LA  CLUSAZ ; 04  50  32  21  45 ;None
 Le  Chalet  du  Golf ; Evian  Resort  Golf  Club  rte  du  Golf  Publier ;74500; EVIAN  LES  BAINS ; 04  50  75  56  34 ;www.evianresort-golf-club.com
 Box  Thai ; 2  av  Chevêne ;74000;ANNECY; 09  51  14  74  75 ;None
 Patrick  Anghelone ; 94  av  Iles ;74300;THYEZ; 04  50  90  04  94 ;www.facebook.com
 Café  Restaurant  Joséphine ; 76  av  Michel  Croz ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  18  98 ;None
 La  Brioche  Dorée ; Ccal  Shopping  Etrembière  21  r  Industrie ;74100;ETREMBIÈRES; 04  50  87  18  13 ;www.briochedoree.fr
 Manufacture  Amicale  de  Pasta  et  Pizza ; 14  r  Pré  Paillard ;74940; ANNECY  LE  VIEUX ; 04  50  64  05  26 ;None
 LES  BOCAUX  DU  PETIT  NICOLAS ; 10  Bis  r  Cité ;74000;ANNECY; 06  75  65  98  20 ;lesbocauxdupetitnicolas.fr
 Chez  Denis ; pln  Dranse ;74390;CHÂTEL; 04  50  73  36  29 ;None
 The  Pub ; 225  r  Doct  Paccard ;74400; CHAMONIX  MONT  BLANC ; 04  50  55  92  88 ;http://www.chamonet.com/bars/the-pub-chamonix-main-town-36476
 RESTAURANT  LE  CRET ; 598  r  Guillaume  Fichet ;74130; LE  PETIT  BORNAND  LES  GLIÈRES ; 04  50  03  53  54 ;None
 Chez  Christelle ; 3  bd  Georges  Andrier ;74200; THONON  LES  BAINS ; 04  50  71  30  10 ;None
 Wowo  (SARL) ; 366  r  18  Août  1944 ;74100;ETREMBIÈRES; 04  50  31  20  20 ;www.facebook.com/restaurant.asiatique.etrembieres
 Refuge  La  Ferme  Du  Danay ; rte  Danay ;74450; SAINT  JEAN  DE  SIXT ; 06  67  96  75  07 ;www.facebook.com
Tribeca; 60  rte  Rutys ;74370;PRINGY; 04  50  52  63  81 ;http://www.tribeca-bistro.com
 Restaurant  d'Altitude  la  Cupesse ; Timalets  Dessus ;74300; ARÂCHES  LA  FRASSE ; 04  50  90  08  76 ;None
 Camping  Europa ; 1444  rte  Albertville ;74410; SAINT  JORIOZ ; 04  50  68  51  01 ;www.campingeuropa.com
 Auberge  D'Arthaz ; 564  rte  Reignier ;74380; ARTHAZ  PONT  NOTRE  DAME ; 04  50  85  39  95 ;http://www.aubergedarthaz.fr
 Le  Bistro  Du  Rhône ; 13  av  Rhône ;74000;ANNECY; 04  50  45  53  34 ;http://www.bistrodurhone.fr
 Chalet  de  la  Floria ; Chalet  Buvette  La  Floria  chem  Floriaz ;74400; CHAMONIX  MONT  BLANC ; 06  23  50  37  76 ;http://chamonix.com/chalet-de-la-floria-(1350-m),48-119745,fr.html
 Restaurant  Tendance ; 4  pass  Jacquard ;74000; CRAN  GEVRIER ; 04  50  57  88  26 ;http://restauranttendanceannecy.eatbu.com/?lang=fr
 Le  Petit  Pin ; 153  prom  Pas  du  Lac ;74110;MORZINE; 04  50  74  21  94 ;None
 L'Art  Seyn' ; 6  pl  Hôtel  de  Ville ;74600;SEYNOD; 04  50  10  47  62 ;None
 PALAIS  DE  L  INDE  EURL ; 157  r  Chenal ;74700;SALLANCHES; 04  50  91  56  23 ;http://restaurant-lepalaisdelinde.fr
 L'AUBERGE  DU  BOUCANIER ; 120  all  Nubliere ;74210;DOUSSARD; 04  50  44  30  35 ;www.facebook.com
 Le  P'tit  Flo ; Espace  Leaders  97  r  Nant  Bore ;74540; ALBY  SUR  CHÉRAN ; 04  50  23  53  81 ;http://www.le-ptit-flo.com
 Le  Chalet  De  Balme ; rte  Balme ;74800; LA  ROCHE  SUR  FORON ; 09  88  18  58  51 ;www.facebook.com
 Findik  Mustafa ; 78  av  Georges  Clemenceau ;74300;CLUSES; 09  54  18  21  19 ;None
 L'Atray  Des  Neiges ; Le  Pleney  chem  Atray ;74110;MORZINE; 06  81  23  25  48 ;http://www.morzine-avoriaz.com/restaurant-l-atray-des-neiges.html
 Le  4  Vins ; 3  fbg  Ste  Claire ;74000;ANNECY; 09  83  40  65  42 ;None
 Le  Madigan's ; 64  rte  Frangy ;74370;PRINGY; 09  64  37  68  73 ;None
 Le  Chalet  Des  Bachais  SARL  CHALET  DES  BACHAIS ; 5093  rte  Cry  Cuchet ;74920;COMBLOUX; 04  50  93  36  06 ;None
 L  AUBERGE  GOURMANDE ; rte  Bourg ;74140;MASSONGY; 04  50  94  16  97 ;None
 Henchoz  Pascal ; Ens  Hostellerie  Du  Lac  158  r  Lac ;74500;NEUVECELLE; 09  67  27  57  63 ;http://www.hostellerie-du-lac.fr
 Micro-Brasserie  de  Chamonix ; 350  rte  Bouchet ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  61  59 ;http://www.mbchx.com
 Restaurant  le  Cap  Horn  Lowi ; 80  r  Moulins ;74400; CHAMONIX  MONT  BLANC ; 04  50  21  80  80 ;http://www.caphorn-chamonix.com
 Bistrot  Du  Pâquier ; 11  r  Pâquier ;74000;ANNECY; 04  50  88  57  24 ;www.facebook.com
 Bchef  Annemasse ; 8  all  Simone  Signoret ;74100;ANNEMASSE; 04  50  75  64  15 ;http://www.franchise.bchef.fr
 La  Taverne  De  Saint  Germain ; 523  r  Beaumont ;74910; SAINT  GERMAIN  SUR  RHÔNE ; 06  63  96  84  39 ;http://la-taverne-de-saint-germain.business.site
Falconnet; 134  pl  Arcades ;74800; SAINT  PIERRE  EN  FAUCIGNY ; 04  50  97  28  63 ;None
 Restaurant  d'Altitude  Le  Passe-Montagne ; Le  Blattin ;74390;CHÂTEL; 04  50  73  33  93 ;www.passemontagne.ch
 CARME  1951  L'Oasis ; 188  rte  Oasis ;74250; LA  TOUR ; 06  33  02  39  45 ;None
 Café  Cuisine ; 217  rte  Annecy ;74370;PRINGY; 04  50  63  41  49 ;www.facebook.com
 Microbrasserie  La  Fabrique ; 2570  rte  Bonneville ;74800;AMANCY; 04  50  03  03  16 ;http://microfabrique.fr
 Restaurant  La  Chaudanne ; 590  rte  Plagne ;74110;MORZINE; 04  50  79  12  68 ;http://www.lachaudanne-morzine.com
Sushi-Doki; 10  r  Fernand  David ;74160; SAINT  JULIEN  EN  GENEVOIS ; 06  59  23  02  85 ;http://www.sushi-doki.com
 Auberde  Du  Barattet ; 1442  rte  N-D  de  La  Gorge ;74170; LES  CONTAMINES  MONTJOIE ; 04  50  47  09  21 ;None
 TACOS  N  BURGER ; 21  bd  Savoie ;74200; THONON  LES  BAINS ; 06  62  26  73  30 ;None
L'Embuscade; 2  rte  Albens ;74150;BLOYE; 04  50  09  95  38 ;www.facebook.com
 C  Gastronomie  Saint  Julien ; 500  rte  Envignes ;74160;NEYDENS; 04  50  83  83  83 ;None
 Le  Coin  Du  Feu ; 3924  rte  St  Nicolas ;74170; SAINT  NICOLAS  DE  VEROCE ; 04  50  93  21  31 ;http://www.lecoindufeu.net
 Too  Schuss  Epagny ; Ccal  Auchan  35  r  Commerce ;74330; EPAGNY  METZ  TESSY ; 04  50  24  02  70 ;http://www.brasserie-too-schuss.fr
 CHEZ  MONIQUE ; 31  r  Ste  Claire ;74000;ANNECY; 04  50  51  15  47 ;None
 Le  Basilic ; Route  des  Trabets  105  pl  Fruitière ;74310; LES  HOUCHES ; 04  50  54  41  85 ;http://www.restaurant-le-basilic-les-houches.com/site
 La  Table  A  Pizz ; 35  av  Allinges ;74200; THONON  LES  BAINS ; 04  50  70  08  77 ;http://la-table-a-pizz.cabanova.com
 Le  Korrigan ; 1011  av  Doct  Jacques  Arnaud ;74310;PASSY; 04  50  55  16  84 ;http://korriganpassy.fr
 Café  Zeph ; 63  rte  Centre ;74390;CHÂTEL; 04  50  73  24  15 ;www.facebook.com
 L'auberge  de  Maison  Rouge ; 119  rte  Taninges ;74100; VÉTRAZ  MONTHOUX ; 04  50  36  78  55 ;http://www.auberge-maison-rouge.com
 La  Ferme  De  Mon  Père ; 367  rte  Crêt ;74120;MEGÈVE; 04  50  54  72  35 ;http://www.fermedemonpere.com
 Au  Cœur  Du  Village  Hôtel  &  Spa ; 26  montée  Château ;74220; LA  CLUSAZ ; 04  50  01  50  01 ;http://www.hotel-aucoeurduvillage.fr/restaurants-le-cinq-152
Avia; aut  A40 ;74520;VALLEIRY; 04  50  04  38  49 ;http://www.avia-france.fr/no/reseau/les-stations-service-avia-en-france.html
 Contin  Elisabeth ; 404  rte  Serveray ;74300; ARÂCHES  LA  FRASSE ; 09  65  20  69  43 ;None
 Le  Grand  Café ; pl  Ste  Claire ;74000;ANNECY; 04  50  52  81  15 ;www.legrandcafe-annecy.com
 La  Cascade  du  Dard ; 32  chem  Jules  à  Pierre ;74400; CHAMONIX  MONT  BLANC ; 06  30  87  95  89 ;None
 Restaurant  Le  Grillon ; 111  rte  Plagne ;74110;MORZINE; 04  57  43  79  22 ;http://www.morznet.com/restaurants/le-grillon-restaurant-morzine-57486
 RESTAURANT  DE  LA  PISCINE ; 8  pl  Avet ;74230;THÔNES; 06  67  19  52  18 ;None
Margot; 30  pl  Balmat ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  67  72 ;None
 RESTAURANT  L  ANCRENAZ ; 58  Col  de  l'Encrenaz ;74110; LA  CÔTE  D'ARBROZ ; 04  50  75  71  30 ;None
Bugand; 63  pl  Mairie ;74190;PASSY; 09  64  47  58  58 ;www.restaurantlecentre.com
 Anghelone  Démétrio ; 105  av  Industrie ;74970;MARIGNIER; 04  50  34  85  22 ;None
 Nano  Caffé ; 21  r  Monseigneur  Conseil ;74120;MEGÈVE; 04  50  21  25  01 ;http://www.nano-caffe.fr
 Hôtel  Restaurant  Campanile ; 4  imp  Crêts ;74960; CRAN  GEVRIER ; 04  50  67  74  66 ;http://www.campanile.com/fr/hotels/campanile-annecy-cran-gevrier
 Les  Marmottons ; Argentière  Les  Grands  Montets  56  chem  Glacière ;74400; CHAMONIX  MONT  BLANC ; 04  50  54  11  94 ;http://www.brasserielesmarmottons.fr
 1861  CHATEL  HOSTEL ; 1423  rte  Pré  la  Joux ;74390;CHÂTEL; 04  50  17  48  51 ;www.1861chatelhostel.com
 Restaurant  Grain  de  Folie ; 68  r  Perrine ;74800; LA  ROCHE  SUR  FORON ; 04  57  43  15  23 ;www.facebook.com
 LA  PIZZ ; 52  r  Romagny ;74100;ANNEMASSE; 04  50  79  31  71 ;http://lapizz.wixsite.com/la-pizz
 Arside  Jean-Pierre ; 705  rte  Moussy ;74930; REIGNIER  ESERY ; 04  50  95  79  45 ;None
 Le  Mijoté ; 84  r  Carnot ;74000;ANNECY; 04  50  62  63  47 ;None
 384  Snack  Megève ; 384  r  Charles  Feige ;74120;MEGÈVE; 06  95  81  81  09 ;None
 Hôtel  Restaurant  Caprice  Des  Neiges ; 57  rte  Epine ;74920;COMBLOUX; 04  50  58  63  22 ;http://www.capricedesneiges.com
 Au  Bistro  Gourmand ; 85  rte  N-D  de  La  Gorge ;74170; LES  CONTAMINES  MONTJOIE ; 04  50  47  16  41 ;None
 Les  Hauts  Du  Lac ; 23  Grande  Rue ;74200; THONON  LES  BAINS ; 04  50  83  12  26 ;http://www.brasserieleshautsdulac.fr
 Chez  Poncho ; 5  r  Narvik ;74000;ANNECY; 04  56  34  93  00 ;None
 Restaurant  Le  Midi ; 15  r  Montréal ;74100; VILLE  LA  GRAND ; 04  50  92  47  37 ;None
 CP  St  Pierre ; 186  r  Rhône ;74800; SAINT  PIERRE  EN  FAUCIGNY ; 04  50  03  03  29 ;http://restaurants-grill.courtepaille.com/restaurants-grillades/saint-pierre-en-faucigny/372
 Auberge  De  Chaumont ; 17  rte  St  Jean ;74270;CHAUMONT; 04  50  05  45  76 ;http://aubergedechaumont.fr
