,Nom,Adresse,Code_Postal,Ville,Telephone,Site_Internet,Style_Culinaire,Note,Suggestion,Prestation,Horaires,Longitude,Latitude
856,Dixie Bar,38 r Bourg,74110,MORZINE,04 50 79 27 83,facebook.com/TheDixieBarMorzine,,,,"Cafés, bars  / Restaurants ","['Lundi', '16h00 - 02h00', 'Mardi', '16h00 - 02h00', 'Mercredi', '16h00 - 02h00', 'Jeudi', '16h00 - 02h00', 'Vendredi', '16h00 - 02h00', 'Samedi', '13h30 - 02h00', 'Dimanche', '13h30 - 02h00']",,
857,Sushi-Doki,10 r Fernand David,74160,SAINT JULIEN EN GENEVOIS,06 59 23 02 85,http://www.sushi-doki.com,,,,,,,
858,Restaurant Le Dragon D'Or sarl fuyon,247 av Aiguille du Midi,74400,CHAMONIX MONT BLANC,04 50 53 37 25,,restaurant chinois,1.0,,animaux acceptés / terrasse / parking / facilité bébé / brasserie,,,
859,Le Bout Du Lac,3896 rte Lac,74110,MONTRIOND,04 50 74 70 98,http://www.leboutdulac.com,,,,télévision / animaux acceptés / parking / restaurant / Hôtels  / Restaurants ,,,
860,La Table d'Hélios,Lieu-dit Les Gérats les Terrasses D'hélios,74300,FLAINE,04 50 21 56 98,,,,,,,,
861,O Petit Liban,8 av Jules Ferry,74200,THONON LES BAINS,06 59 67 32 98,,,,,,,,
862,La Galine,281 rte Montagne,74440,MIEUSSY,04 50 43 05 70,www.facebook.com,,,"Bruschetta classique / Caprese / Chèvre au chaud / Croûte Haut Fleury, salade verte / Escalope Savoyarde, frites, salade verte",pizzeria / plat à emporter / animaux acceptés / terrasse / parking / facilité bébé / Zone fumeur / restaurant repas de groupe,"['Lundi', '12h00 - 14h00', '19h00 - 22h00', 'Mardi', '12h00 - 14h00\n ', '19h00 - 22h00', 'Mercredi', '12h00 - 14h00', '19h00 - 22h00', 'Jeudi', '12h00 - 14h00', '19h00 - 22h00', 'Vendredi', '12h00 - 14h00', '19h00 - 22h00', 'Samedi', '12h00 - 14h00', '19h00 - 22h00', 'Dimanche', '12h00 - 14h00', '19h00 - 22h00']",,
863,Restaurant Du Lac,736 rte Gibannaz,74260,LES GETS,06 19 43 06 15,www.facebook.com,cuisine française,1.0,,plat à emporter / grill / terrasse / parking / restaurant repas de groupe,"['Lundi', '11h00 - 19h00', 'Mardi', '11h00 - 19h00', 'Mercredi', '11h00 - 19h00', 'Jeudi', '11h00 - 19h00', 'Vendredi', '11h00 - 19h00', 'Samedi', '11h00 - 19h00', 'Dimanche', '11h00 - 19h00']",,
864,Pleure Pas Madeleine,9 r Gare,74000,ANNECY,04 50 63 25 95,,,,,,,,
865,Le Calife,14 pl Hôtel de Ville,74000,ANNECY,04 50 10 40 32,,,,,plat à emporter,,,
866,La Tablée,75 av Aiguille du Midi,74400,CHAMONIX MONT BLANC,04 50 53 31 23,http://www.latablee.fr,cuisine française,5.0,,animaux acceptés / terrasse / facilité bébé / restaurant repas de groupe / wifi,,,
867,Hôtel Restaurant Val De Fier,1376 rte Mandrin,74150,VAL DE FIER,04 50 62 21 75,,,,,Hôtels  / Restaurants ,,,
868,La Table de l'Alpaga,rte Prariand 66 all Marmousets,74120,MEGÈVE,04 50 91 48 70,http://www.alpaga.com/fr/hotel/restaurants,,,"Le Foie Gras / La Pêche d'Océan / Le Cerf le chou rouge, la pomme, la fève de cacao",Étoilé  / Cuisine française  / Guide michelin  / Supérieur à 120 euros ,"['Lundi', 'Mardi', 'Mercredi', '19h30 - 21h30', 'Jeudi', '19h30 - 21h30', 'Vendredi', '19h30 - 21h30', 'Samedi', '19h30 - 21h30', 'Dimanche']",,
869,LE BAROTE DES ALPES,r Guillaume Fichet,74130,LE PETIT BORNAND LES GLIÈRES,04 50 07 52 03,www.facebook.com,,,,"Accès handicapé  / Brasserie  / Terrasse  / Cafés, bars  / Restaurants ",,,
870,La Potinière,38 pl Balmat,74400,CHAMONIX MONT BLANC,04 50 53 02 84,,cuisine française,1.0,,animaux acceptés / terrasse / facilité bébé / restaurant repas de groupe / accès handicapés,"['Lundi', '07h30 - 23h00', 'Mardi', '07h30 - 23h00', 'Mercredi', '07h30 - 23h00', 'Jeudi', '07h30 - 23h00', 'Vendredi', '07h30 - 23h00', 'Samedi', '07h30 - 23h00', 'Dimanche', '07h30 - 23h00']",45.923159999999996,6.869913
871,Moon Tines,Le Buet,74660,VALLORCINE,06 17 48 34 83,www.facebook.com,,,,,"['Lundi', '09h00 - 21h00', 'Mardi', '09h00 - 21h00', 'Mercredi', '09h00 - 21h00', 'Jeudi', '09h00 - 21h00', 'Vendredi', '09h00 - 21h00', 'Samedi', '09h00 - 21h00', 'Dimanche', '09h00 - 21h00']",,
872,LOS PRIMOS,33 r Ste Claire,74000,ANNECY,09 62 61 89 77,http://los-primos.com,,,,Nord  / Cuisine du monde  / Enfant  / Fait maison  / Restaurant tex mex ,,,
873,CHEZ MONIQUE,31 r Ste Claire,74000,ANNECY,04 50 51 15 47,,,,,pizzeria,,,
874,Nantet Isabelle,Refuge Nid d'Aigle,74170,SAINT GERVAIS LES BAINS,06 81 60 81 04,http://nidaigles.pagesperso-orange.fr,,,,,,,
875,LA FERME DE LUCIEN,rte Sarzin,74270,SALLENÔVES,04 50 51 22 71,http://ferme-de-lucien.fr,restaurant savoyard,5.0,,terrasse / saladerie,"['Lundi', '00h00 - 01h00', '12h00 - 15h00', 'Mardi', '12h00 - 15h00', '18h00 - 00h00', 'Mercredi', '00h00 - 01h00', '12h00 - 15h00', '18h00 - 00h00', 'Jeudi', '00h00 - 01h00', '12h00 - 15h00', '18h00 - 00h00', 'Vendredi', '00h00 - 01h00', '12h00 - 15h00', '18h00 - 00h00', 'Samedi', '00h00 - 01h00', '12h00 - 15h00', '18h00 - 00h00', 'Dimanche', '00h00 - 01h00', '12h00 - 15h00', '18h00 - 00h00']",,
876,Bagelstein,21 r Gare,74000,ANNECY,04 50 45 59 85,,,,,,,,
877,Hotel Florimont & Le Chalet Florimont,1006 r Champ Canon,74210,SAINT FERRÉOL,04 50 44 50 05,www.hotelflorimont.com,,,,Restaurant / TV par satellite / Ascenseur / Facilités bébés / Accès aux personnes à mobilité réduite / Parking / séminaire / salle de réunion / organisation de séminaire / Animaux acceptés / Wi-fi / Jardin / soirée étape VRP / Brit Hôtel Restaurant Florimont Franchisé indépendant / Hôtels  / Restaurants ,"['Lundi', '19h00 - 21h00', 'Mardi', '12h00 - 13h00', '19h00 - 21h00', 'Mercredi', '12h00 - 13h00', '19h00 - 21h00', 'Jeudi', '12h00 - 13h00', '19h00 - 21h00', 'Vendredi', '12h00 - 13h00', '19h00 - 21h00', 'Samedi', 'Dimanche', '12h00 - 13h00']",,
878,CLB 74,8 quai Eustache Chappuis,74000,ANNECY,04 57 09 94 84,,,,,,,,
879,Beau site Talloires - sarl FC DEBUQUOY,118 r André Theuriet,74210,TALLOIRES MONTMIN,04 50 27 00 65,http://www.beausite-talloires.com,,,,1 étoile  / Hôtels  / Restaurants ,,,
880,L'Echo Des Montagnes,3516 Chef Lieu,74200,ARMOY,04 50 70 40 38,http://citotel.fr/fr/hotel/373-citotel-lecho-des-montagnes-armoy,,,,1 étoile  / Hôtels  / Restaurants ,"['Lundi', '08h00 - 21h00', 'Mardi', 'Mercredi', '17h00 - 21h00', 'Jeudi', '08h00 - 21h00', 'Vendredi', '08h00 - 21h00', 'Samedi', '08h00 - 21h00', 'Dimanche', '08h00 - 14h00']",,
881,La Yourte,9 montée Calvaire,74120,MEGÈVE,04 50 53 54 15,www.facebook.com,,,,,,,
882,Tanpopo,242 av Michel Croz,74400,CHAMONIX MONT BLANC,04 50 93 87 04,,restaurant japonais,5.0,,Asiatique  / Japonaise ,"['Lundi', 'Mardi', 'Mercredi', '11h30 - 14h00', '18h30 - 21h00', 'Jeudi', '11h30 - 14h00', '18h30 - 21h00', 'Vendredi', '11h30 - 14h00', '18h30 - 21h00', 'Samedi', '11h30 - 14h00', '18h30 - 21h00', 'Dimanche', '11h30 - 14h00', '18h30 - 21h00']",,
883,Les Fresques,Hôtel Royal 960 av Neuvecelle,74500,EVIAN LES BAINS,04 50 26 94 24,www.hotel-royal-evian.com,,,,accès pour les personnes à mobilité réduite / jeux pour enfants / télévision / spa / wi-fi / piscine / sauna / accueil bébé / animaux acceptés / climatisation / restaurant / hammam / jardin / salle de sport / parking,"['Lundi', 'Mardi', '19h30 - 22h00', 'Mercredi', '19h30 - 22h00', 'Jeudi', '19h30 - 22h00', 'Vendredi', '19h30 - 22h00', 'Samedi', '19h30 - 22h00', 'Dimanche']",46.397573,6.596486
884,Mama Rosa,117 r Genève,74240,GAILLARD,04 50 92 01 85,,,,,plat à emporter / animaux acceptés / terrasse / parking / facilité bébé / restaurant repas de groupe / climatisation,"['Lundi', '10h00 - 14h00', '17h00 - 22h00', 'Mardi', '10h00 - 14h00', '17h00 - 22h00', 'Mercredi', 'Jeudi', '10h00 - 14h00', '17h00 - 22h00', 'Vendredi', '10h00 - 14h00', '17h00 - 22h00', 'Samedi', '10h00 - 14h00', '17h00 - 22h00', 'Dimanche']",,
885,L'Art Seyn',6 pl Hôtel de Ville,74600,SEYNOD,04 50 10 47 62,,Cuisine française,3.0,,terrasse / parking / facilité bébé / restaurant repas de groupe / accès handicapés / dîner spectacle / wifi,"['Lundi', '06h30 - 01h00\n ', 'Mardi', '06h30 - 01h00', 'Mercredi', '06h30 - 01h00', 'Jeudi', '06h30 - 01h00', 'Vendredi', '06h30 - 01h00', 'Samedi', '07h30 - 01h00', 'Dimanche', '07h30 - 17h00']",,
886,SEGUDA JEREMIE,129 rte Taconnaz,74310,LES HOUCHES,06 18 22 55 56,http://www.artisansushi.com,,,,plat à emporter,"['Lundi', 'Mardi', '17h00 - 20h00', 'Mercredi', '17h00 - 20h00', 'Jeudi', '17h00 - 20h00', 'Vendredi', '17h00 - 20h00', 'Samedi', '17h00 - 20h00', 'Dimanche']",,
887,New Asian SARL,13 r Esserts,74100,VILLE LA GRAND,04 50 39 65 08,www.facebook.com,,,,organisation de réception / restaurant végétarien / plat à emporter / animaux acceptés / parking / repas d'affaire / facilité bébé / restaurant repas de groupe / restaurant halal / accès handicapés / climatisation,"['Lundi', 'Mardi', '12h00 - 14h30', '19h00 - 23h00', 'Mercredi', '12h00 - 14h30', '19h00 - 23h00', 'Jeudi', '12h00 - 14h30', '19h00 - 23h00', 'Vendredi', '12h00 - 14h30', '19h00 - 23h00', 'Samedi', '12h00 - 14h30', '19h00 - 23h00', 'Dimanche', '12h00 - 14h30', '19h00 - 23h00']",,
888,Châlet de Charamillon,lieu-dit Charamillon,74400,CHAMONIX MONT BLANC,04 50 54 04 72,www.restaurants-altitude.com,,,,self / panorama singulier / restaurant d'altitude / montagne / plat à emporter / vente à emporter,"['Lundi', '09h00 - 15h30', 'Mardi', '09h00 - 15h30', 'Mercredi', '09h00 - 15h30', 'Jeudi', '09h00 - 15h30', 'Vendredi', '09h00 - 15h30', 'Samedi', '09h00 - 15h30', 'Dimanche', '09h00 - 15h30']",,
889,La Remise,57 imm Capitale r Pleney,74110,MORZINE,04 50 74 44 17,,Cuisine française,5.0,,Cuisine française ,,,
890,La Biskatcha,61 r Chene,74260,LES GETS,04 50 84 55 35,http://www.restaurant-labiskatcha.com,,,,,"['Lundi', '09h00 - 12h00', 'Mardi', '09h00 - 12h00', 'Mercredi', '09h00 - 12h00', 'Jeudi', '09h00 - 12h00', 'Vendredi', '09h00 - 12h00', '16h00 - 19h00', 'Samedi', '09h00 - 12h00', '16h00 - 19h00', 'Dimanche', '08h30 - 12h00', '17h00 - 19h00']",,
891,Auberge De Sulens,Grand Carré 74 rte Aiguille,74230,MANIGOD,04 50 44 97 52,www.manigod.com,,,,animaux acceptés / terrasse / facilité bébé / restaurant repas de groupe / accès handicapés,,,
892,Bar Restaurant L'Ancolie,ham Flaine,74300,ARÂCHES LA FRASSE,04 50 90 87 94,http://lancolie.eatbu.com/#times,cuisine française,3.0,,animaux acceptés / terrasse / parking / facilité bébé / restaurant repas de groupe / accès handicapés,"['Lundi', '16h00 - 00h00', 'Mardi', '16h00 - 00h00', 'Mercredi', '16h00 - 00h00', 'Jeudi', '16h00 - 00h00', 'Vendredi', '16h00 - 00h00', 'Samedi', '16h00 - 00h00', 'Dimanche', '16h00 - 00h00']",,
893,Sas Shoosh,20 r Faucigny,74100,ANNEMASSE,04 57 26 20 03,,,,,,,,
894,Wap'O,14 r Pré Paillard,74940,ANNECY LE VIEUX,08 00 67 40 74,vosdomaines.com,,,,Accès pour personnes à mobilité réduite  / Cuisine à la vapeur ,,,
895,LA CARLINE,Mairie,74440,MORILLON,04 50 90 37 56,www.facebook.com,restaurant savoyard,5.0,,animaux acceptés / terrasse / parking / facilité bébé / restaurant repas de groupe,"['Lundi', '12h00 - 14h00', '19h00 - 21h00', 'Mardi', '12h00 - 14h00', '19h00 - 21h00', 'Mercredi', '12h00 - 14h00', '19h00 - 21h00', 'Jeudi', '12h00 - 14h00', '19h00 - 21h00', 'Vendredi', '12h00 - 14h00', ' 19h00 - 21h00', 'Samedi', '12h00 - 14h00', '19h00 - 21h00', 'Dimanche', '12h00 - 14h00', '19h00 - 21h00']",,
896,MADAME SHARON LEPCHA JOUET,2060 rte Lavillat,74800,LA ROCHE SUR FORON,04 50 03 26 24,,,,,,,,
897,Restaurant La Charmotte,La Pallud 20 rte Bauges,74540,CUSY,04 50 52 50 49,http://www.lacharmottecusy.com,cuisine française,1.0,,pizzeria / plat à emporter / animaux acceptés / livraison à domicile,,,
898,La Petite Auberge,174 rte Thonon,74110,ESSERT ROMAND,04 50 37 31 96,www.facebook.com,,,,restaurant végétarien / animaux acceptés / terrasse / restaurant repas de groupe / wifi,"['Lundi', '09h00 - 15h00', '18h00 - 00h00', 'Mardi', '09h00 - 15h00', '18h00 - 00h00', 'Mercredi', '09h00 - 15h00', '18h00 - 00h00', 'Jeudi', '09h00 - 15h00', '18h00 - 00h00', 'Vendredi', '09h00 - 15h00', '18h00 - 00h00', 'Samedi', '09h00 - 15h00', '18h00 - 00h00', 'Dimanche', '09h00 - 15h00', '18h00 - 00h00']",,
899,La Bastille,3 quai Vieilles Prisons,74000,ANNECY,04 50 45 09 37,http://labastille-annecy.com,cuisine française,5.0,,animaux acceptés / terrasse / parking / facilité bébé / Zone fumeur / restaurant repas de groupe / accès handicapés,"['Lundi', '12h00 - 14h00', '19h00 - 22h00', 'Mardi', '12h00 - 14h00', '19h00 - 22h00', 'Mercredi', '12h00 - 14h00', '19h00 - 22h00', 'Jeudi', '12h00 - 14h00', '19h00 - 22h00', 'Vendredi', '12h00 - 14h00', '19h00 - 22h00', 'Samedi', '12h00 - 14h00', '19h00 - 22h00', 'Dimanche', '12h00 - 14h00', '19h00 - 22h00']",,
900,Sports'Bar,247 rte Palais des Sports,74120,MEGÈVE,06 33 38 88 19,http://megeve.com/noesit/!/fiche/sports-bar-294025,,,,,,,
901,L'Heure Tourne,21 r Prés Favre,74000,ANNECY,04 50 45 23 63,http://www.lheuretourne74.com,,,,,"['Lundi', '12h00 - 14h00', 'Mardi', '12h00 - 14h00', 'Mercredi', '12h00 - 14h00', 'Jeudi', '12h00 - 14h00', 'Vendredi', '12h00 - 14h00', 'Samedi', '12h00 - 14h00', 'Dimanche']",,
902,Camping Des Montets,Les Montets,74660,VALLORCINE,06 79 02 18 81,,,,,terrasse / parking / accès handicapés,,,
903,Restaurant La Calèche - SARL RMT,55 pl Eglise,74220,LA CLUSAZ,04 50 02 42 60,http://restaurantlacalechesarlrmt.site-solocal.com,cuisine française,4.0,,"accueil de groupe / plat à emporter / fait maison / animaux acceptés / terrasse / organisation de séminaire, de mariage, de fête de famille / facilité bébé","['Lundi', '12h00 - 22h00', 'Mardi', '12h00 - 22h00', 'Mercredi', '12h00 - 22h00', 'Jeudi', '12h00 - 22h00', 'Vendredi', '12h00 - 22h00', 'Samedi', '12h00 - 22h00', 'Dimanche', '12h00 - 22h00']",,
904,Hôtel Castellan,Ascenseur Hotel 324 rte Bechigne,74390,CHÂTEL,04 50 17 22 10,http://www.lecastellan.com,,,,bar / demi-pension / télévision / pension complète / animaux acceptés / facilités bébé / parking / chambre communicante / séminaire / wifi / accès handicapé / restaurant / Hôtels  / Restaurants ,,,
905,Les Chemins du Leman L'Hôtel à Nous,2007 les Poses,74500,NOVEL,04 50 72 10 77,http://www.les-chemins-du-leman.com,,,,Hôtels  / Restaurants ,,,
906,BEN'S FOOD,5 r Industrie,74000,ANNECY,04 50 64 06 40,,,,,,,,
907,Saray Sarl,287 rte Creuses,74000,SEYNOD,04 50 10 20 20,http://www.lebuffetgourmand.fr,,,,Orientale  / Turque ,"['Lundi', '18h00 - 22h00', 'Mardi', '18h00 - 22h00', 'Mercredi', '18h00 - 22h00', 'Jeudi', '18h00 - 22h00', 'Vendredi', '18h00 - 23h00', 'Samedi', '11h30 - 23h00', 'Dimanche', '17h00 - 22h00']",,
908,Les Fresques,Rive Sud du lac de Genève av Mateirons,74500,EVIAN LES BAINS,04 50 26 85 00,http://www.evianresort.com,,,,terrasse / parking / facilité bébé / accès handicapés / wifi,"['Lundi', 'Mardi', 'Mercredi', '19h30 - 22h00', 'Jeudi', '19h30 - 22h00', 'Vendredi', '19h30 - 22h00', 'Samedi', '19h30 - 22h00', 'Dimanche', '19h30 - 22h00']",,
909,PIZZINA,10 av Gambetta,74000,ANNECY,04 50 09 25 09,,,,,,,,
910,Hôtel Restaurant Les Chalets de la Serraz,3862 rte Col des Aravis,74220,LA CLUSAZ,04 50 02 48 29,http://www.laserraz.com/le-restaurant,,,,télévision / jardin / animaux acceptés / hôtel avec piscine / facilités bébé / parking / hammam / wifi / restaurant / sauna / Hôtels  / Restaurants ,,,
911,Velipat,33 rte Frangy,74000,MEYTHET,04 50 24 02 20,,,,,terrasse / karaoké / repas d'affaire / facilité bébé / dîner spectacle / wifi / organisation de réception / plat à emporter / animaux acceptés / parking / restaurant repas de groupe / accès handicapés / climatisation,"['Lundi', '06h30 - 00h00', 'Mardi', '06h30 - 01h00', 'Mercredi', '06h30 - 01h00', 'Jeudi', '06h30 - 01h00', 'Vendredi', '06h30 - 01h00', 'Samedi', '06h30 - 01h00', 'Dimanche', '00h00 - 01h00']",,
912,Chalet de Charamillon,Charamillon Le Tour,74400,ARGENTIÈRE,04 50 54 04 72,www.restaurants-altitude.com,,,,self / plat à emporter / montagne / vente à emporter / restaurant d'altitude / panorama singulier,"['Lundi', '09h00 - 15h30', 'Mardi', '09h00 - 15h30', 'Mercredi', '09h00 - 15h30', 'Jeudi', '09h00 - 15h30', 'Vendredi', '09h00 - 15h30', 'Samedi', '09h00 - 15h30', 'Dimanche', '09h00 - 15h30']",46.013553,6.9560949999999995
913,Bistrot Du Pâquier,11 r Pâquier,74000,ANNECY,04 50 88 57 24,www.facebook.com,,,,,"['Lundi', '10h00 - 23h00', 'Mardi', '10h00 - 23h00', 'Mercredi', '10h00 - 23h00', 'Jeudi', '10h00 - 23h00', 'Vendredi', '10h00 - 23h00', 'Samedi', '10h00 - 23h00', 'Dimanche', '10h00 - 23h00']",,
914,Hôtel Christiania,77 rte Col des Aravis,74220,LA CLUSAZ,04 50 02 60 60,http://www.hotelchristiania.fr,,,,Consigne à bagages / Parking (emplacements limités) / Parking gratuit en libre service / Établissement non-fumeur / Assistance pour visites/billets / Personnel multilingue / Nombre total de chambres : 26 / Terrasse sur le toit / Petit-déjeuner disponible (en supplément) / Local à skis / Ascenseur / Garde d'enfants / Accès direct aux pistes / Nombre d'étages : 3 / Nombre de bâtiments : 1 / Accès Internet Wi-Fi gratuit / Restaurant / Hôtels  / Restaurants ,"['Lundi', '08h00 - 18h00', 'Mardi', '08h00 - 18h00', 'Mercredi', '08h00 - 18h00', 'Jeudi', '08h00 - 18h00', 'Vendredi', '08h00 - 18h00', 'Samedi', '08h00 - 18h00', 'Dimanche']",,
915,KITCH INN SARL,77 pl Fruitière,74310,LES HOUCHES,04 50 34 41 74,,,,,animaux acceptés / terrasse / parking / facilité bébé / restaurant repas de groupe,"['Lundi', '07h00 - 02h00', 'Mardi', '07h00 - 02h00', 'Mercredi', '07h00 - 02h00', 'Jeudi', '07h00 - 02h00', 'Vendredi', '07h00 - 02h00', 'Samedi', '07h00 - 02h00', 'Dimanche', '07h00 - 02h00']",,
916,Auberge Du Jotty,le Jotty,74200,LA VERNAZ,04 50 72 11 49,facebook.com,,,Assiette de pays / Salade du Jotty / Entrecôte / Filet de perche à la sauce meunière / Fondue Savoyarde / Pierre chaude,"Cafés, bars  / Restaurants ","['Lundi', '07h30 - 15h00', '17h00 - 21h30', 'Mardi', '07h30 - 15h00', '17h00 - 21h30', 'Mercredi', '07h30 - 15h00', '17h00 - 21h30', 'Jeudi', '07h30 - 15h00', '17h00 - 21h30', 'Vendredi', '07h30 - 15h00', '17h00 - 21h30', 'Samedi', '17h00 - 21h30', 'Dimanche', '09h00 - 21h30']",,
917,Société D'Equipement Des Planards,350 chem Pied du Grépon,74400,CHAMONIX MONT BLANC,04 50 55 82 18,http://www.planards.fr/,,,,"Exploitation de remontées mécaniques, de téléphériques  / Restaurants ",,,
918,Pizza Du Vuache,80 rte St Julien,74520,VALLEIRY,04 50 38 67 98,www.pizzaduvuache.sitew.fr,,,,Parking / Plat à emporter,"['Lundi', '17h00 - 22h00', 'Mardi', '17h00 - 22h00', 'Mercredi', '17h00 - 22h00', 'Jeudi', '17h00 - 22h00', 'Vendredi', '17h00 - 22h00', 'Samedi', '11h30 - 13h30', '17h00 - 22h00', 'Dimanche', '17h00 - 22h00']",,
919,Hôtel Restaurant Bellevue,387 rte Chez Chardon,74130,AYSE,04 50 97 20 83,www.bellevuehotellerie.com,,,,Repas de groupe / Restaurant / Terrasse / banquets / séminaires / Hôtel / Parking / Jardin / Hôtels  / Restaurants ,"['Lundi', '12h00 - 14h00', '19h00 - 22h00', 'Mardi', '12h00 - 14h00', '19h00 - 22h00', 'Mercredi', '12h00 - 14h00', '19h00 - 22h00', 'Jeudi', '12h00 - 14h00', '19h00 - 22h00', 'Vendredi', '12h00 - 14h00', '19h00 - 22h00', 'Samedi', '12h00 - 14h00', '19h00 - 22h00', 'Dimanche', '12h00 - 14h00', '19h00 - 22h00']",,
920,La Table du Baron,quai Baron de Blonay,74500,EVIAN LES BAINS,04 50 26 87 87,www.casino-evian.com,Restaurant français,5.0,,accès pour les personnes à mobilité réduite / jeux pour enfants / télévision / spa / wi-fi / piscine / sauna / accueil bébé / animaux acceptés / climatisation / restaurant / hammam / jardin / salle de sport / parking / Restaurants  / Pianos-bars ,,,
921,Dunand Constant,chem Ravine,74390,CHÂTEL,09 65 37 25 57,,,,,Animaux acceptés / Cheminée / Facilité bébé / Restaurant repas de groupes / Service continu / Terrasse,"['Lundi', '09h00 - 17h00', 'Mardi', '09h00 - 17h00', 'Mercredi', '09h00 - 17h00', 'Jeudi', '09h00 - 17h00', 'Vendredi', '09h00 - 17h00', 'Samedi', '09h00 - 17h00', 'Dimanche', '09h00 - 17h00']",,
922,Chez Nano,40 r Clus,74970,MARIGNIER,04 50 93 65 73,,,,Le double / Le Nano / La tartine de chèvre ou la savoyarde / Panini au poulet rôtis ou tomate mozzarela / café gourmand / mousse au chocolat maison du vendredi,,,,
923,Restaurant L'Escale,308 r Paul Corbin,74190,PASSY,04 50 34 79 23,,,,,,"['Lundi', 'Mardi', '09h00 - 15h00', '17h00 - 21h00', 'Mercredi', '09h00 - 15h00', '17h00 - 21h00', 'Jeudi', '09h00 - 15h00', '17h00 - 21h00', 'Vendredi', '09h00 - 15h00', '17h00 - 21h00', 'Samedi', '09h00 - 15h00', '17h00 - 21h00', 'Dimanche', '09h00 - 15h00', '17h00 - 21h00']",,
924,Burger King,26 av Pont Neuf,74000,CRAN GEVRIER,04 80 73 00 05,http://www.burgerking.fr/restaurants/q/annecy-cran-gevrier,,,"Double Bacon Lover (Du bacon, du bacon et encore du bacon. Ne résistez plus à son pain délicatement brioché avec ses éclats de bacon, sa sauce onctueuse au goût fumé et ses croustillantes tranches de...BACON ! ) / Chicken Tendercrisp (Irrésistible avec son poulet pané croustillant. Dans un pain à la farine de maïs avec des tomates fraîches, une salade croquante et une mayonnaise onctueuse.) / Onion Rings (Avec nos onion rings, la boucle est bouclée! Choisissez simplement votre sauce avant de les dévorer) / Chili Cheese Nuggets (Envie de changement ? Généreusement garnis de fromage fondant et de piment, les Chili Cheese Nuggets vont pimenter votre journée ! ) / Petits Shakes (Vanille, myrtille ou chocolat, les Petits Shakes vous feront fondre de plaisir !) / Donut (Envie d'une pause? Toutes les excuses sont bonnes pour succomber à nos déléicieux donuts au chocolat ou à la vanille)",burger / Restauration rapide  / Restaurants ,"['Lundi', '11h00 - 00h00', 'Mardi', '11h00 - 00h00', 'Mercredi', '11h00 - 00h00', 'Jeudi', '11h00 - 00h00', 'Vendredi', '11h00 - 00h00', 'Samedi', '11h00 - 00h00', 'Dimanche', '11h00 - 00h00']",,
925,BKQ Services,Epagny 45 rte Bromines,74330,EPAGNY METZ TESSY,04 50 61 19 35,,,,,,,,
926,384 Snack Megève,384 r Charles Feige,74120,MEGÈVE,06 95 81 81 09,,restauration rapide,4.0,,plat à emporter / animaux acceptés / terrasse / parking / facilité bébé / restaurant repas de groupe / accès handicapés / wifi / climatisation / sandwicherie,"['Lundi', '00h00 - 01h00', '11h00 - 14h30', '18h00 - 00h00', 'Mardi', '00h00 - 01h00', '11h00 - 14h30', '18h00 - 00h00', 'Mercredi', '00h00 - 01h00', '11h00 - 14h30', '18h00 - 00h00', 'Jeudi', '00h00 - 01h00', '11h00 - 14h30', '18h00 - 00h00', 'Vendredi', '00h00 - 01h00', '11h00 - 14h30', '18h00 - 00h00', 'Samedi', '00h00 - 01h00', '11h00 - 14h30', '18h00 - 00h00', 'Dimanche', '00h00 - 01h00', '11h00 - 14h30', '18h00 - 00h00']",,
927,Jumbo,14 pl Arts,74200,THONON LES BAINS,04 56 35 20 63,www.facebook.com,,,,Restauration rapide ,"['Lundi', '11h00 - 18h00', 'Mardi', '11h00 - 18h00', 'Mercredi', '11h00 - 18h00', 'Jeudi', '11h00 - 18h00', 'Vendredi', '11h00 - 18h00', 'Samedi', '11h00 - 18h00', 'Dimanche']",,
928,Auberge de la Devinière (EURL),1164 rte Hermance,74140,CHENS SUR LÉMAN,04 50 94 04 19,https://www.auberge-deviniere.fr,Cuisine française,2.0,,"animaux acceptés / terrasse / parking / restaurant repas de groupe / Restaurants  / Traiteurs, organisation de réception ","['Lundi', '11h45 - 14h00', '19h00 - 21h00', 'Mardi', '11h45 - 14h00', '19h00 - 21h00', 'Mercredi', 'Jeudi', '11h45 - 14h00', '19h00 - 21h00', 'Vendredi', '11h45 - 14h00', '19h00 - 21h00', 'Samedi', '11h45 - 14h00', '19h00 - 21h00', 'Dimanche', '11h45 - 14h00', '19h00 - 21h00']",,
929,Hôtel Restaurant les Sapins,6762 rte Col de la Croix Fry,74230,MANIGOD,04 50 44 90 29,http://orgue-manigod.com,,,,télévision / parking / wifi / Hôtels  / Restaurants ,,,
930,Bobby Bar,23 pl Foron,74950,SCIONZIER,04 50 55 83 47,www.facebook.com,,,,"Cafés, bars  / Restaurants ","['Lundi', 'Mardi', '16h00 - 00h00', 'Mercredi', '16h00 - 01h00', 'Jeudi', '16h00 - 01h00', 'Vendredi', '16h00 - 01h00', 'Samedi', '17h00 - 01h00', 'Dimanche', '00h00 - 01h00']",,
