;Nom;Adresse;Code_Postal;Ville;Telephone;Site_Internet;Style_Culinaire;Note;Suggestion;Prestation;Horaires;Longitude;Latitude
0;McDonald's Gattieres;av Joseph Beltrando rd pt Manda Lieu dit La Tourre;06510;GATTIÈRES;04 93 29 08 20;www.restaurants.mcdonalds.fr;fast food;4.0;;Wifi / Commande en ligne / Burger / Vente à emporter / L'Happy anniversaire / Les Desserts / Climatisation / L'offre Happy Meal / Facilités bébés / McDrive / Les Boissons / Fast Food / Accès handicapés / Les Sandwichs / L'offre McCafé / Les Salades / Hamburger / Les Menus / burger / Restauration rapide  / Restaurants ;['Lundi', '08h30 - 22h45', 'Mardi', '08h30 - 22h45', 'Mercredi', '08h30 - 22h45', 'Jeudi', '08h30 - 22h45', 'Vendredi', '08h30 - 23h00', 'Samedi', '08h30 - 23h00', 'Dimanche', '08h30 - 22h45'];43.766298;7.199209
1;La Cabraia;1 pl Cabraia;06380;SOSPEL;0493040054;www.la-cabraia.com;;;Fondant au chocolat maison / Tarte maison / Salade Cabraia / Salade de Chèvre chaud / Faux filet aux morilles / Faux filet grillé;accès pour personne à mobilité réduite / repas de groupe / Terrasse / Animaux acceptés;['Lundi', '11h00 - 14h00', '18h30 - 21h00', 'Mardi', '11h00 - 14h00', '18h30 - 21h00', 'Mercredi', '11h00 - 14h00', 'Jeudi', 'Vendredi', '11h00 - 14h00', '18h30 - 21h00', 'Samedi', '11h00 - 14h00', '18h30 - 21h00', 'Dimanche', '11h00 - 14h00', '18h30 - 21h00'];43.877682;7.447564
2;Plage du Festival;52 bd de la Croisette;06400;CANNES;04 93 39 37 37;www.plage-festival-cannes.com;Cuisine française;5.0;l'oeuf au plat, fricassée de cèpes, roquette et parmesan / Tartine gourmande de Chèvre de Roc Baron aux fruits d'automne / Risotto à la courge butternut et foie gras poelé / Filet de colin rôti, lentilles vertes et jus de daube / Fricassée de calamars aux pions d'ail, perugine et jus à l'encre;organisation de soirée d'entreprise / repas d'affaire / organisation d'événement / Wifi / Organisation de congrès / Mise à disposition de restaurants pour séminaires / salle de conférence / séminaire d'entreprise / banquet / salle de séminaire / organisation de séminaire / buffet de mariage / repas de mariage / Cuisine raffinée / Mise à disposition de restaurants pour réceptions / restaurant pour réception / plage privée / traiteur / Communication événementielle / Cuisine de saison / Mise à disposition de plages privées / repas d'anniversaire / repas de groupe / événementiel d'entreprise / location de salle / repas de fêtes / Terrasse / Restaurants  / Communication événementielle  / Plages privées  / Restaurants pour réceptions, pour séminaires  / Restaurants gastronomiques  / Organisation de séminaires, de congrès  / Restaurants avec terrasse  / Restaurants de poissons, fruits de mer ;['Lundi', '10h00 - 18h00', 'Mardi', '10h00 - 18h00', 'Mercredi', '10h00 - 18h00', 'Jeudi', '10h00 - 18h00', 'Vendredi', '10h00 - 18h00', 'Samedi', '10h00 - 18h00', 'Dimanche', '10h00 - 18h00'];;
3;Füsø Nice;2 r Paganini;06000;NICE;09 81 93 25 05;www.fusobowl.com;;;POKE : ONAKU (Base : Riz vinaigré, Avocat, Edamame, Grenade, tomates cerise) Radis, Muesli Mangue Au choix : Saumon, Thon, Poulet, Tofu / FUSION SIGNATURE : ASAMA (Base : Riz vinaigré, Avocat) Salade Wakame, Edamame, Oignons frits, Cream cheese, schichimi Au choix : Saumon Tataki, Thon tataki, Poulet teryaki, Tofu Teryaki;fast food diététique / plat à emporter / restaurant végétalien / livraison de plat / restaurant bio / Restaurants  / Restaurants japonais  / Restauration à domicile ;;;
4;L'ecrin Plage;Canto bd Croisette;06400;CANNES;04 93 43 43 33;www.ecrinplage.com;méditerranéen;5.0;;Wi-fi / Cuisine traditionnelle / terrasse / organisation d'événement / plage privée / Accès aux personnes à mobilité réduite / restaurant séminaire / wifi / repas de groupe / repas de mariage / parking / soirée à thème / Zone fumeur / restaurant repas de groupe / accès handicapés / organisation de baptême / Restaurant / Restaurants  / Organisation de séminaires, de congrès  / Restaurants gastronomiques  / Restaurants italiens  / Restaurants japonais  / Crêperies  / Pizzerias  / Restaurants pour réceptions, pour séminaires  / Organisation de mariages ;['Lundi', '10h00 - 23h00', 'Mardi', '10h00 - 23h00', 'Mercredi', '10h00 - 23h00', 'Jeudi', '10h00 - 23h00', 'Vendredi', '10h00 - 23h00', 'Samedi', '10h00 - 23h00', 'Dimanche', '10h00 - 23h00'];;
5;La Grange;4 pl Libération;06140;TOURRETTES SUR LOUP;04 93 59 28 28;;;;;Ecran de télévision géant / Grillades / Table d'hôtes de 14 couverts / Service wi-fi gratuit / Location de salles  / Restaurants  / Gastronomie : spécialités régionales  / Restaurants pour réceptions, pour séminaires ;['Lundi', '12h00 - 14h30', '18h30 - 21h30', 'Mardi', '12h00 - 14h30', '18h30 - 21h30', 'Mercredi', '12h00 - 14h30', '18h30 - 21h30', 'Jeudi', '12h00 - 14h30', '18h30 - 21h30', 'Vendredi', '12h00 - 14h30', '18h30 - 21h30', 'Samedi', '12h00 - 14h30', '18h30 - 21h30', 'Dimanche', '12h00 - 14h30', '18h30 - 21h30'];43.71681;7.058185
6;McDonald's Nice Massena;20av av Jean Médecin;06000;NICE;04 93 62 09 04;www.restaurants.mcdonalds.fr;pizzeria;1.0;;Wifi / Commande en ligne / Burger / Vente à emporter / L'Happy anniversaire / Les Desserts / Climatisation / L'offre Happy Meal / Facilités bébés / McDrive / Les Boissons / Fast Food / Accès handicapés / Les Sandwichs / L'offre McCafé / Les Salades / Hamburger / Les Menus / Restaurants  / Restauration rapide ;['Lundi', '07h30 - 00h00', 'Mardi', '07h30 - 00h00', 'Mercredi', '07h30 - 00h00', 'Jeudi', '07h30 - 00h00', 'Vendredi', '07h30 - 00h00', 'Samedi', '07h30 - 00h00', 'Dimanche', '07h30 - 00h00'];43.70014;7.26841
7;La Voglia;2 r St François de Paule;06300;NICE;04 93 80 99 16;www.lavoglia.com;Restaurant italien;1.0;Côté Desserts / Glaces artisanales / Antipasti misti / Un Pizzico di Voglia / Una Voglia di Pizza / Voglia di Focaccia;Facilités bébés / Pizzeria / Cuisine italienne / Restaurant / Repas de groupes / Climatisation / Produits artisanaux / Carte de pizzas / Animaux acceptés / Pizzerias  / Restaurants  / Restaurants de pâtes  / Restaurants italiens ;['Lundi', '12h00 - 14h30', '19h00 - 23h00', 'Mardi', '12h00 - 14h30', '19h00 - 23h00', 'Mercredi', '12h00 - 14h30', '19h00 - 23h00', 'Jeudi', '12h00 - 14h30', '19h00 - 23h00', 'Vendredi', '12h00 - 14h30', '19h00 - 23h00', 'Samedi', '12h00 - 14h30', '19h00 - 23h00', 'Dimanche', '12h00 - 14h30', '19h00 - 23h00'];43.69572;7.272233
8;Le D'lys Tacos;8 av Doct Dautheville Juan les Pins;06160;ANTIBES JUAN LES PINS;04 22 10 00 55;fr-fr.facebook.com;;;1 Viande (Menu avec Boisson + Frite) / 2 Viandes (Menu avec Boisson + Frite) / Merguez, salade, tomates (Menu avec Boisson + Frite) / Steack, Cheddar salade, tomates (Menu avec Boisson + Frite) / Tarte Daim;TACOS SAUCE FROMAGERE / Sur Place ou à emporter / Pâtes (Carbo, Bolognaise, Saumon..) / SANDWICH AMERICAIN / 7j/7 / KEBAB / BURGERS / SALADES / Livraison gratuite / Kebab  / Restaurants  / Sandwicheries  / Restauration rapide  / Restauration à domicile ;['Lundi', '11h30 - 14h00', '18h00 - 23h00', 'Mardi', '11h30 - 14h00', '18h00 - 23h00', 'Mercredi', '11h30 - 14h00', '18h00 - 23h00\n ', 'Jeudi', '11h30 - 14h00', '18h00 - 23h00', 'Vendredi', '11h30 - 14h00', '18h00 - 23h00', 'Samedi', '11h30 - 14h00', '18h00 - 23h00', 'Dimanche', '18h00 - 23h00'];43.580639;7.082988
9;Le Helem;bât Les Terrasses De La 10 bd Jean Hibert;06400;CANNES;06 43 33 31 62;http://www.lehelem.com;;;;grill / plateau repas / vue sur mer / repas de mariage / végétalien / enterrement de vie de jeune fille / accès internet / plat à emporter / restaurant végétarien / cuisine végétarienne / repas d'entreprises / enterrement de vie de garçon / restaurant pour réception / anglais parlé / parking / soirée à thème / restaurant repas de groupe / accès handicapés / animation musicale / plat du jour / menu végétarien / terrasse / repas d'affaire / gastronomique / menu à thème / salle privée / restaurant halal / dîner spectacle / restaurant bio / wifi / bar / organisation de réception / restaurant dansant / repas de fêtes / repas d'anniversaire / organisation de baptême / Restaurants  / Restaurants gastronomiques ;['Lundi', 'Mardi', '12h00 - 15h00', '19h00 - 23h00', 'Mercredi', '12h00 - 15h00', '19h00 - 23h00', 'Jeudi', '12h00 - 15h00', '19h00 - 23h00', 'Vendredi', '12h00 - 15h00', '19h00 - 23h00', 'Samedi', ' 12h00 - 15h00', '19h00 - 23h00', 'Dimanche', '12h00 - 15h00'];;
10;La Zagara;9 bd Kennedy;06800;CAGNES SUR MER;04 89 97 86 55;www.facebook.com;;;;plat à emporter / repas d'anniversaire / parking / accès handicapés / climatisation / repas de mariage / Pizzerias  / Restaurants  / Restaurants italiens ;['Lundi', '10h00 - 21h00', 'Mardi', '10h00 - 21h00', 'Mercredi', '10h00 - 21h00', 'Jeudi', '10h00 - 21h00', 'Vendredi', '10h00 - 21h00', 'Samedi', '10h00 - 21h00', 'Dimanche', '10h00 - 21h00'];;
11;Restaurant de la Plage Keller;1035 chem de la Garoupe Cap d'Antibes;06160;ANTIBES JUAN LES PINS;04 93 61 33 74;www.restaurant-plage-cesar-antibes.fr;;;;buffet dinatoire / Organisation de banquets / Organisation de mariages / Restauration de luxe / Organisation de soirées à thème / Organisation de repas d'affaires / repas de famille / repas d'affaire / traiteur pour mariage / Organisation de fêtes de famille / repas d'anniversaire / Organisation d'anniversaires / banquet / repas gastronomique / Offre de devis sur demande / Organisation d'animation musicale / buffet de mariage / Organisation de communions / Animations / Organisation de mariages sur plage / Restaurants  / Plages privées  / Restaurants pour réceptions, pour séminaires  / Organisation de mariages  / Traiteurs, organisation de réception  / Restaurants de poissons, fruits de mer ;['Lundi', '09h00 - 23h00', 'Mardi', '09h00 - 23h00', 'Mercredi', '09h00 - 23h00', 'Jeudi', '09h00 - 23h00', 'Vendredi', '09h00 - 23h00', 'Samedi', '09h00 - 23h00', 'Dimanche', '09h00 - 23h00'];;
12;Les Sens;37 r Pastorelli;06000;NICE;09 81 06 57 00;www.les-sens-nice.fr;;;;Cave / Cuisine méditerranéenne / Spécialités niçoises / Cuisine artisanale / Restaurant;['Lundi', '12h00 - 15h00', '19h30 - 22h00', 'Mardi', '12h00 - 15h00', '19h30 - 22h00', 'Mercredi', '12h00 - 15h00', 'Jeudi', '12h00 - 15h00', '19h30 - 22h00', 'Vendredi', '12h00 - 15h00', '19h30 - 22h00', 'Samedi', '19h30 - 22h00', 'Dimanche'];43.700394;7.27036
13;Diwan Albacha;11 av Tourre Antibes Plaza;06600;ANTIBES;04 93 67 92 48;www.restaurant-diwan-albacha.fr;Restaurant libanais;5.0;DELICE D'AVOCAT / SALADE DIWAN / Assiette mezze : assortiments 5 entrées froides, 5 entrées chaudes, brochette poulet ,brochette kafta et riz / Assortiments de brochettes: assortiments de 5 entrées froides, kafta, chiche taouk, chawarma poulet, chawarma veau et riz / Baklawa / Glace faite maison;Restaurant Libanais / Restaurants libanais  / Restaurants ;;;
14;McDonald's Antibes;Centre Cial Carrefour chem St Claude;06600;ANTIBES JUAN LES PINS;04 93 95 16 85;www.restaurants.mcdonalds.fr;;;;Wifi / Commande en ligne / Burger / Vente à emporter / L'Happy anniversaire / Les Desserts / Climatisation / L'offre Happy Meal / Facilités bébés / McDrive / Les Boissons / Fast Food / Accès handicapés / Les Sandwichs / L'offre McCafé / Les Salades / Hamburger / Les Menus / burger / Restauration rapide  / Restaurants ;['Lundi', '08h00 - 22h00', 'Mardi', '08h00 - 22h00', 'Mercredi', '08h00 - 22h00', 'Jeudi', '08h00 - 22h00', 'Vendredi', '08h00 - 22h00', 'Samedi', '08h00 - 22h00', 'Dimanche', '08h00 - 22h00'];43.603172;7.085901
15;Les Touristes;2411 Rte Nationale 7 2411 rte Départementale 6007;06270;VILLENEUVE LOUBET;04 93 22 41 56;www.restaurant-lestouristes-06.com;Cuisine française;4.0;Mini salade Cesar aux gambas / Salade Cesar au poulet (XL) / Burger du Gers / Entrecôte (320g) / Ananas Bateau / Café mignardises;Facilités bébés / Accès aux personnes à mobilité réduite / Terrasse / Animaux acceptés / Repas de groupes / Parking / Accès wi-fi / Climatisation / Restaurants  / Restaurants avec terrasse  / Brasseries  / Caves à vin  / Bureaux de tabac  / Traiteurs  / Cafés, bars ;['Lundi', '07h00 - 19h30', 'Mardi', '07h00 - 19h30', 'Mercredi', '07h00 - 19h30', 'Jeudi', '07h00 - 19h30', 'Vendredi', '07h00 - 19h30', 'Samedi', '08h00 - 13h00', 'Dimanche'];43.628806;7.133388
16;Le Grand Bleu;24 cours Saleya;06300;NICE;04 93 62 29 51;https://www.restaurant-legrandbleu-nice.fr;cuisine française;1.0;6 huîtres farcies / Bloc de foie gras de canard / Carré d'agneau aux herbes de Provence / Daurade royale / Gratin de fruits rouges / Millefeuille;terrasse / organisation d'événement / repas d'affaire / Espace privatisable / facilité bébé / wifi / repas de groupe / accès internet / animaux acceptés / parking / Accès wi-fi / restaurant repas de groupe / climatisation / Restaurant;['Lundi', '11h30 - 23h30', 'Mardi', '11h30 - 23h30', 'Mercredi', '11h30 - 23h30', 'Jeudi', '11h30 - 23h30', 'Vendredi', '11h30 - 23h30', 'Samedi', '11h30 - 23h30', 'Dimanche', '11h30 - 23h30'];;
17;Hôtel Promotel;123 1ère Avenue;06510;CARROS;04 93 08 77 80;http://www.hotel-promotel-06.com;;;;Musicale  / Accueil de groupe  / Climatisation  / Menu enfant  / Organisation d'événement  / Organisation de séminaire  / Organisation mariage  / Parking  / Séminaire  / Terrasse  / Wifi  / Accès internet  / Boissons  / Cocktail  / Cuisinier  / Petit déjeuner  / Repas de séminaire  / Événement professionnel  / Restaurants pour réceptions, pour séminaires  / Hôtels  / Organisation de séminaires, de congrès  / Restaurants  / Organisation de mariages  / Location de salles ;['Lundi', '12h00 - 14h00', '19h30 - 22h00', 'Mardi', '12h00 - 14h00', '19h30 - 22h00', 'Mercredi', '12h00 - 14h00', '19h30 - 22h00', 'Jeudi', '12h00 - 14h00', '19h30 - 22h00', 'Vendredi', '12h00 - 14h00', '19h30 - 22h00', 'Samedi', 'Dimanche'];;
18;KFC Cannes gare;r Jean Jaurès;06400;CANNES;04 93 68 85 28;www.facebook.com;Restauration rapide;5.0;;Vegan / Poulet / Organisation d'anniversaire pour enfants / Burger / A emporter / Wrap / Salade / WIFI / Sur place / Hamburger / Poulet grillé;['Lundi', '10h00 - 23h00', 'Mardi', '10h00 - 23h00', 'Mercredi', '10h00 - 23h00', 'Jeudi', '10h00 - 23h00', 'Vendredi', '10h00 - 01h00', 'Samedi', '10h00 - 01h00', 'Dimanche', '10h00 - 23h00'];43.553941;7.01919
19;Le Kashmir;11 r Fontaine;06560;VALBONNE;04 93 75 16 15;http://www.lekashmirvalbonne.fr/;;;;terrasse / piscine / plateau repas / restaurant bio / wifi / bar / bar à salade / livraison de repas / plat à emporter / jardin / livraison à domicile / saladerie / livraison de pizza / accès handicapés / climatisation;['Lundi', '12h00 - 15h00', '18h00 - 23h00', 'Mardi', '12h00 - 15h00', '18h00 - 23h00', 'Mercredi', '12h00 - 15h00', '18h00 - 23h00', 'Jeudi', '12h00 - 15h00', '18h00 - 23h00', 'Vendredi', '12h00 - 15h00', '18h00 - 23h00\n ', 'Samedi', '12h00 - 15h00', '18h00 - 23h00', 'Dimanche', '12h00 - 15h00', '18h00 - 23h00'];;
20;Plage du Festival;52 bd de la Croisette;06400;CANNES;04 93 39 37 37;www.plage-festival-cannes.com;Cuisine française;5.0;l'oeuf au plat, fricassée de cèpes, roquette et parmesan / Tartine gourmande de Chèvre de Roc Baron aux fruits d'automne / Risotto à la courge butternut et foie gras poelé / Filet de colin rôti, lentilles vertes et jus de daube / Fricassée de calamars aux pions d'ail, perugine et jus à l'encre;organisation de soirée d'entreprise / repas d'affaire / organisation d'événement / Wifi / Organisation de congrès / Mise à disposition de restaurants pour séminaires / salle de conférence / séminaire d'entreprise / banquet / salle de séminaire / organisation de séminaire / buffet de mariage / repas de mariage / Cuisine raffinée / Mise à disposition de restaurants pour réceptions / restaurant pour réception / plage privée / traiteur / Communication événementielle / Cuisine de saison / Mise à disposition de plages privées / repas d'anniversaire / repas de groupe / événementiel d'entreprise / location de salle / repas de fêtes / Terrasse / Restaurants  / Communication événementielle  / Plages privées  / Restaurants pour réceptions, pour séminaires  / Restaurants gastronomiques  / Organisation de séminaires, de congrès  / Restaurants avec terrasse  / Restaurants de poissons, fruits de mer ;['Lundi', ' 10h00 - 18h00', 'Mardi', '10h00 - 18h00', 'Mercredi', '10h00 - 18h00', 'Jeudi', '10h00 - 18h00\n ', 'Vendredi', '10h00 - 18h00', 'Samedi', '10h00 - 18h00', 'Dimanche', '10h00 - 18h00'];;
21;McDonald's Nice TNL;Centre Cial Carrefour 15 bd Gén Louis Delfino;06300;NICE;04 93 89 74 00;www.restaurants.mcdonalds.fr;fast food;1.0;;Burger / Commande en ligne / Wifi / Hamburger / Les Menus / L'offre Happy Meal / L'Happy anniversaire / Fast Food / Facilités bébés / Les Boissons / Les Sandwichs / Climatisation / Les Desserts / Les Salades / Vente à emporter / Accès handicapés / McDrive / L'offre McCafé / Restaurants  / Restauration rapide ;['Lundi', '08h00 - 00h00', 'Mardi', '08h00 - 00h00', 'Mercredi', ' 08h00 - 00h00', 'Jeudi', '08h00 - 00h00', 'Vendredi', '08h00 - 00h00', 'Samedi', '08h00 - 00h00', 'Dimanche', '08h00 - 00h00'];43.70534;7.28482
22;La Cabraia;1 pl Cabraia;06380;SOSPEL;0493040054;www.la-cabraia.com;;;Fondant au chocolat maison / Tarte maison / Salade Cabraia / Salade de Chèvre chaud / Faux filet aux morilles / Faux filet grillé;accès pour personne à mobilité réduite / repas de groupe / Terrasse / Animaux acceptés;['Lundi', '11h00 - 14h00', '18h30 - 21h00', 'Mardi', '11h00 - 14h00', '18h30 - 21h00', 'Mercredi', '11h00 - 14h00', 'Jeudi', 'Vendredi', '11h00 - 14h00', '18h30 - 21h00', 'Samedi', '11h00 - 14h00', '18h30 - 21h00', 'Dimanche', '11h00 - 14h00', '18h30 - 21h00'];43.877682;7.447564
23;McDonald's Nice Saint André;320 rte Turin;06300;NICE;04 93 04 93 83;www.restaurants.mcdonalds.fr;fast food;4.0;;Vente à emporter / Les Menus / L'offre Happy Meal / Commande en ligne / Fast Food / Wifi / Facilités bébés / Burger / Les Desserts / Climatisation / Accès handicapés / Les Sandwichs / L'Happy anniversaire / Les Boissons / L'offre McCafé / McDrive / Hamburger / Les Salades / burger / Restauration rapide  / Restaurants ;;;
24;Santa Lucia;Port Marina Comodore 1001 av Batterie;06270;VILLENEUVE LOUBET;04 93 73 10 10;www.lesantalucia.com;Cuisine du Monde;5.0;Antipasti : légume frais, salade de fruit de mer / Farcis niçois sur lit de mesclun / Escalope Santa Lucia / Mini-côte (500 gr) / Crème caramel maison / Salade aux fruits frais maison;Pizzas cuites au feu de bois / Livraison / Espace de jeux pour enfants / Ouvert 7j/7 / Accès aux personnes à mobilité réduite / Soirées à thème / Restaurants  / Pizzas à emporter  / Restaurants avec terrasse  / Restaurants grill  / Restaurants italiens  / Restaurants de poissons, fruits de mer  / Pizzerias  / Location de salles  / Restaurants pour réceptions, pour séminaires ;['Lundi', '12h00 - 14h00', '19h00 - 23h00', 'Mardi', '12h00 - 14h00', '19h00 - 23h00', 'Mercredi', '12h00 - 14h00', '19h00 - 23h00', 'Jeudi', '12h00 - 14h00', '19h00 - 23h00', 'Vendredi', '12h00 - 14h00', '19h00 - 23h00', 'Samedi', '12h00 - 14h00', '19h00 - 23h00', 'Dimanche', '12h00 - 14h00', '19h00 - 23h00'];43.636308;7.137631
25;Restaurant La Plage Barrière Le Gray d'Albion Cannes;bd de la Croisette;06400;CANNES;04 92 99 79 99;www.hotelsbarriere.com;Restaurant méditerranéen;5.0;Mozzarella burrata , tomates de couleurs, pesto et pignons grillés / Homard canadien en salade, asperge, douceurs d'agrumes et avocat / Dos de cabillaud rôti au thym, condiments provençaux / Brochette d'agneau façon kefta, pain pita, sauce épicée, tomate et oignon / Tuile de fruits de saison à partager / Café gourmand;Plage privée / Parking / Accès aux personnes à mobilité réduite / Restaurant / Animaux acceptés / Restaurants  / Plages privées ;['Lundi', '12h00 - 16h00', 'Mardi', '12h00 - 16h00', 'Mercredi', '12h00 - 16h00', 'Jeudi', '12h00 - 16h00', 'Vendredi', '12h00 - 16h00', 'Samedi', '12h00 - 16h00', 'Dimanche', '12h00 - 16h00'];;
26;McDonald's Menton Carei;113 rte Sospel;06500;MENTON;04 93 17 11 93;www.restaurants.mcdonalds.fr;;;;Burger / Commande en ligne / Wifi / Hamburger / Les Menus / L'offre Happy Meal / L'Happy anniversaire / Fast Food / Facilités bébés / Les Boissons / Les Sandwichs / Climatisation / Les Desserts / Les Salades / Vente à emporter / Accès handicapés / McDrive / L'offre McCafé / burger / Restauration rapide  / Restaurants ;['Lundi', '08h30 - 00h00', 'Mardi', '08h30 - 00h00', 'Mercredi', '08h30 - 00h00', 'Jeudi', '08h30 - 00h00', 'Vendredi', '08h30 - 00h00', 'Samedi', '08h30 - 00h00', 'Dimanche', '08h30 - 00h00'];43.798572;7.488468
27;McDonald's Antibes Ouest;32 av Cannes;06160;ANTIBES JUAN LES PINS;04 93 61 55 88;www.restaurants.mcdonalds.fr;fast food;5.0;;Burger / Commande en ligne / Wifi / Hamburger / Les Menus / L'offre Happy Meal / L'Happy anniversaire / Fast Food / Facilités bébés / Les Boissons / Les Sandwichs / Climatisation / Les Desserts / Les Salades / Vente à emporter / Accès handicapés / McDrive / L'offre McCafé / burger / Restauration rapide  / Restaurants ;['Lundi', '09h00 - 23h00', 'Mardi', '09h00 - 23h00', 'Mercredi', '09h00 - 23h00', 'Jeudi', '09h00 - 23h00', 'Vendredi', '09h00 - 23h00', 'Samedi', '09h00 - 23h00', 'Dimanche', '09h00 - 23h00'];43.574005;7.090297
28;Las Americas;55 chem St Claude;06600;ANTIBES JUAN LES PINS;06 07 89 68 89;http://lasamericas.eatbu.com/?lang=fr#menu;burger à emporter;5.0;;livraison de repas / plat à emporter / jardin / bar à tapas / fait maison / livraison de plat / plateau repas / friterie / saladerie / livraison de pizza / sandwicherie / enfant / Restaurants  / Pizzerias  / Restauration rapide  / Restauration à domicile  / Pizzas à emporter ;;;
29;McDonald's Villeneuve Loubet;1810 rte Nationale 7;06270;VILLENEUVE LOUBET;04 92 13 49 49;www.restaurants.mcdonalds.fr;fast food;1.0;;Fast Food / Facilités bébés / Les Boissons / L'Happy anniversaire / Climatisation / Burger / Wifi / L'offre Happy Meal / Commande en ligne / Les Menus / Les Desserts / Vente à emporter / Les Salades / Les Sandwichs / Hamburger / Accès handicapés / L'offre McCafé / McDrive / burger / Restauration rapide  / Restaurants ;['Lundi', '07h30 - 23h00', 'Mardi', '07h30 - 23h00\n ', 'Mercredi', '07h30 - 23h00', 'Jeudi', '07h30 - 23h00', 'Vendredi', '07h30 - 23h00', 'Samedi', '07h30 - 23h00', 'Dimanche', '07h30 - 23h00'];43.63831;7.133449
30;Le brulot;3 r Frédéric Isnard;06600;ANTIBES JUAN LES PINS;04 93 34 17 76;www.brulot.fr;Restaurant provençal;4.0;Antipasti de la casa / Aubergines parmigiane / Bourride provencale / Gnocchi gorgonzola;restaurant, / cuisine provençal, / cuisine au feu de bois,;['Lundi', '19h00 - 00h00', 'Mardi', '19h00 - 00h00', 'Mercredi', '19h00 - 00h00', 'Jeudi', '12h30 - 14h30', '19h00 - 00h00', 'Vendredi', '12h30 - 14h30', '19h00 - 00h00', 'Samedi', '12h30 - 14h30', '19h00 - 00h00', 'Dimanche'];43.581482;7.127394
31;Pat' A Pizza;Le Val D'or B 762 rte Grasse;06600;ANTIBES JUAN LES PINS;04 93 64 97 41;www.pat-a-pizza.fr;;;;À emporter / Parking / plat à emporter / Climatisation / livraison;['Lundi', '18h30 - 22h30', 'Mardi', '18h30 - 22h30', 'Mercredi', 'Jeudi', '18h30 - 22h30', 'Vendredi', '18h30 - 22h30', 'Samedi', '18h30 - 22h30', 'Dimanche', '18h30 - 22h30'];43.602106;7.080076
32;KFC Cannes gare;r Jean Jaurès;06400;CANNES;04 93 68 85 28;www.facebook.com;Restauration rapide;5.0;;Vegan / Poulet / Organisation d'anniversaire pour enfants / Burger / A emporter / Wrap / Salade / WIFI / Sur place / Hamburger / Poulet grillé;['Lundi', '10h00 - 23h00', 'Mardi', '10h00 - 23h00', 'Mercredi', '10h00 - 23h00', 'Jeudi', '10h00 - 23h00', 'Vendredi', '10h00 - 01h00', 'Samedi', '10h00 - 01h00', 'Dimanche', '10h00 - 23h00'];43.553941;7.01919
33;Hôtel Promotel;123 1ère Avenue;06510;CARROS;04 93 08 77 80;http://www.hotel-promotel-06.com;;;;Musicale  / Accueil de groupe  / Climatisation  / Menu enfant  / Organisation d'événement  / Organisation de séminaire  / Organisation mariage  / Parking  / Séminaire  / Terrasse  / Wifi  / Accès internet  / Boissons  / Cocktail  / Cuisinier  / Petit déjeuner  / Repas de séminaire  / Événement professionnel  / Restaurants pour réceptions, pour séminaires  / Hôtels  / Organisation de séminaires, de congrès  / Restaurants  / Organisation de mariages  / Location de salles ;['Lundi', '12h00 - 14h00', '19h30 - 22h00', 'Mardi', '12h00 - 14h00', '19h30 - 22h00', 'Mercredi', '12h00 - 14h00', '19h30 - 22h00', 'Jeudi', '12h00 - 14h00\n ', '19h30 - 22h00', 'Vendredi', '12h00 - 14h00', '19h30 - 22h00', 'Samedi', 'Dimanche'];;
34;PLAGE LES PIRATES SARL;Juan les Pins 23 jardin Pinède;06160;ANTIBES JUAN LES PINS;04 93 61 00 41;http://plagelespirates.site-solocal.com;;;Carpaccio de loup mariné au Gingembre chutney de mangues citron vert et sauce chili1 / Eventail de melon et jambon de Parme / Filet de St Pierre rôti sur peau artichauts barigoules / Risotto Carnarolli de Noix de Saint-Jacques à la crème de truffes blanches / Mille feuille à la crème légère, vanille et grand Marnier / Tarte au citron meringuée;cuisine française / cuisine bio / fait maison / organisation de mariage / brunch / Restaurants pour réceptions, pour séminaires  / Restaurants ;['Lundi', '12h30 - 14h30', '19h30 - 23h30', 'Mardi', '12h30 - 14h30', '19h30 - 23h30', 'Mercredi', '12h30 - 14h30', '19h30 - 23h30', 'Jeudi', '12h30 - 14h30', '19h30 - 23h30', 'Vendredi', '12h30 - 14h30', '19h30 - 23h30', 'Samedi', '12h30 - 14h30', '19h30 - 23h30', 'Dimanche', '12h30 - 14h30', '19h30 - 23h30\n '];;
35;Restaurant le Club;1 rte 3 Ponts;06130;GRASSE;04 93 60 55 44;http://restaurantleclub.site-solocal.com;;;;animation musicale / terrasse / karaoké / terrain de golf / restaurant halal / repas de groupe / taverne / drive / bar / bar à salade / livraison de repas / repas d'anniversaire / friterie / livraison de pizza / tennis / brunch;['Lundi', '08h00 - 19h00', 'Mardi', '08h00 - 19h00', 'Mercredi', '08h00 - 19h00', 'Jeudi', '08h00 - 19h00', 'Vendredi', '08h00 - 19h00', 'Samedi', '08h00 - 19h00', 'Dimanche', '08h00 - 19h00'];;
